Lap Distance,Cornering,Inclines,Camber,Grip,Wind (Avg. Speed),Temperature,Humidity,Air Density,Air Pressure,Wind (Gusts),Altitude,Roughness,Width,Rear Wing,Engine,Front Wing,Brake Balance,Differential,Suspension,Lap Time
4.1,42,45,36,68,43,2,52,77,34,81,57,79,51,447,105,76,137,174,143,79.472
3.8,12,43,74,92,67,7,56,19,26,43,22,55,46,500,1,331,1,151,393,73.674
4.1,16,62,12,62,12,17,46,34,17,57,45,90,39,492,60,130,68,1,132,78.336
3.6,2,97,75,12,6,29,85,88,18,40,8,93,89,422,346,20,233,172,239,69.997
5,95,95,70,10,9,33,49,88,65,3,58,31,16,370,103,354,284,371,107,96.284
4.7,51,54,81,35,66,2,71,54,81,82,64,77,76,500,117,266,225,1,303,91.23
4.4,57,75,28,90,13,19,32,15,43,84,55,28,48,394,123,483,243,340,288,86.308
3.3,13,89,85,39,57,36,35,98,25,87,39,58,95,273,257,218,103,355,119,63.106
3,87,46,54,59,16,29,54,91,12,25,11,59,63,304,101,347,299,219,61,57.568
3.9,56,90,15,93,92,2,60,70,57,64,65,81,96,500,158,250,218,304,199,75.31
2.9,37,48,88,72,31,27,77,94,50,11,56,25,19,125,43,163,1,239,217,55.912
3.9,95,29,25,15,37,34,7,15,55,28,60,29,18,366,1,500,55,11,1,75.019
4,63,48,83,84,95,34,49,51,69,82,76,68,3,500,32,239,1,1,231,76.51
3.4,32,52,73,20,74,24,98,51,26,39,19,36,94,388,4,426,300,112,143,65.175
4.9,97,31,30,22,71,7,62,95,78,26,78,12,99,180,1,256,500,500,36,93.485
4.4,27,31,87,83,47,30,92,37,78,81,25,86,19,466,269,241,192,139,384,85.634
3.5,76,89,29,54,96,6,49,21,1,21,18,82,49,380,1,500,133,303,1,67.699
3.9,82,90,53,82,94,15,95,90,6,54,97,23,99,364,99,410,436,500,162,74.562
3.6,77,22,1,42,27,15,69,58,69,77,31,92,93,295,115,297,461,311,142,69.193
3.1,93,54,7,39,93,33,5,4,42,76,40,81,80,500,1,468,319,404,112,58.946
4.5,21,51,24,34,62,3,47,89,78,99,44,50,96,84,92,27,80,222,182,87.048
4.8,71,34,20,62,5,28,49,72,66,13,43,65,27,97,1,76,310,115,174,91.594
3.4,4,4,86,53,30,2,48,73,74,78,79,53,8,154,1,18,21,1,261,64.226
5.1,56,74,52,44,74,11,50,24,30,17,22,62,89,500,132,398,238,227,228,97.55
3.2,54,94,44,90,92,10,9,3,56,92,61,42,21,500,1,466,205,64,195,60.891
4.9,30,94,33,6,23,15,12,38,28,41,42,78,30,500,1,424,181,59,1,94.177
3.5,88,57,91,84,75,32,20,40,83,100,4,96,26,500,239,192,193,377,127,67.941
3.6,11,51,87,61,14,12,86,9,18,24,22,53,62,500,24,122,151,1,326,69.405
4.4,69,67,41,58,49,11,83,65,58,37,69,61,46,469,37,154,249,196,11,84.247
3.2,46,2,16,77,54,4,95,52,42,31,12,24,34,243,61,227,1,1,263,60.74
3.4,89,91,35,11,4,35,25,60,60,11,91,56,48,299,1,391,447,224,1,65.531
3.2,3,33,93,1,74,7,42,20,54,17,77,13,39,255,1,156,1,7,241,61.016
4.7,40,58,95,87,70,34,48,89,43,62,80,70,88,302,143,53,390,370,111,90.17
4.5,78,37,17,40,97,31,66,38,75,99,76,12,24,377,62,500,120,1,89,86.145
3,61,81,46,7,69,36,83,51,62,92,64,74,90,330,1,362,358,272,1,57.317
3.3,5,40,75,75,53,29,56,13,22,19,82,86,46,379,1,76,66,153,331,63.098
4.3,86,30,7,34,33,19,57,8,43,13,16,68,53,490,1,408,276,160,1,81.68
4.5,29,63,11,42,87,9,83,6,69,86,94,59,57,401,36,237,112,35,81,85.763
2.9,89,43,5,70,92,39,90,5,29,36,94,87,93,390,129,500,477,401,250,55.83
4.6,77,74,36,26,67,11,92,64,24,47,45,87,96,498,1,323,395,427,118,87.178
3.6,45,78,53,53,71,9,18,40,23,74,50,25,20,458,142,261,53,1,48,69.081
3.7,93,28,60,99,48,3,16,37,16,9,30,57,91,500,1,334,265,338,416,71.343
4.7,67,44,48,26,66,24,36,47,61,23,29,65,10,419,1,135,245,64,1,90.489
3.8,84,13,45,22,90,33,8,84,79,65,67,46,33,135,42,276,324,77,89,73.02
3.3,96,51,54,29,7,1,57,25,100,31,71,41,66,322,53,171,251,38,113,63.298
5,24,67,90,70,97,33,77,27,6,8,98,48,25,464,64,500,153,99,263,96.143
4.7,15,86,77,37,31,30,17,1,15,11,51,39,85,396,1,271,195,183,240,90.986
3.8,51,58,19,78,38,20,72,72,67,81,68,57,89,416,99,167,357,236,232,72.719
4.6,75,38,56,83,60,20,45,43,95,98,57,5,36,255,79,150,157,90,224,87.506
4.4,5,84,12,6,85,40,23,61,94,70,37,74,21,319,158,13,134,61,1,84.518
4,77,49,9,80,63,31,84,59,49,58,52,94,36,500,155,439,230,135,31,77.692
3.8,89,50,77,67,84,35,85,83,73,73,33,94,32,500,226,365,390,396,36,73.144
4.9,54,36,18,95,35,8,12,38,48,54,52,53,39,391,1,154,1,102,228,93.64
3.1,35,22,33,51,30,17,10,27,44,44,22,33,69,310,83,249,1,151,156,60.346
3,77,23,20,23,60,2,92,89,82,12,26,12,24,304,121,104,124,41,1,57.55
4.6,60,94,61,80,56,31,69,5,47,17,29,5,28,442,51,366,190,179,31,88.406
3.7,39,3,60,0,96,29,99,57,81,29,86,63,25,430,117,1,1,80,119,71.886
5,34,99,41,28,22,29,63,65,58,23,43,62,84,500,26,332,204,225,111,96.967
3.6,75,42,71,52,84,37,26,87,46,4,50,22,28,238,159,334,21,234,140,69.75
4.3,78,19,58,86,41,21,70,97,29,21,35,20,78,152,1,225,333,453,247,82.704
5,85,56,35,91,9,23,49,25,39,40,49,58,59,445,106,500,236,332,192,95.719
3,94,5,58,91,63,21,23,86,60,42,44,28,22,289,118,111,237,97,197,57.602
4.1,49,8,51,18,57,9,49,17,57,25,67,40,65,248,105,256,261,146,20,79.98
3.4,71,92,32,27,91,15,54,45,54,53,56,90,63,441,1,392,183,307,141,65.147
3.4,14,30,99,71,16,20,30,93,62,35,31,2,40,1,226,1,1,1,127,64.935
3.5,7,17,51,11,90,8,46,5,19,62,12,23,5,291,136,312,1,38,1,67.503
3.4,83,66,45,66,32,38,82,75,47,81,0,91,35,500,324,334,322,313,119,64.478
4.9,70,45,26,91,47,38,24,66,38,40,31,15,77,300,187,122,131,500,32,95.734
4.7,91,78,52,53,48,8,8,20,76,14,73,72,66,500,1,182,378,265,230,90.325
3.5,96,44,53,84,20,4,62,24,87,38,71,39,56,293,102,325,232,327,254,67.692
4.7,10,2,32,86,16,23,91,53,66,49,84,0,81,116,1,180,63,1,345,90.372
2.9,43,31,41,79,27,21,97,5,47,22,21,66,37,443,164,419,22,1,106,56.063
3,15,12,51,40,90,14,37,85,33,85,53,44,45,250,74,211,190,133,76,58.683
3.4,61,94,89,57,48,26,70,74,56,51,43,39,61,413,233,212,254,296,193,65.176
3.4,6,94,56,76,86,26,45,50,99,94,94,65,10,257,198,1,144,133,166,64.917
3.4,98,48,37,90,7,33,9,85,36,0,97,69,43,420,45,373,434,499,207,65.801
3.1,1,84,88,5,83,36,32,30,59,12,68,53,50,231,1,121,1,1,132,58.376
4.1,62,46,5,97,66,30,52,25,46,76,66,1,54,500,116,478,245,353,275,80
4.9,61,78,81,77,14,15,76,1,34,37,6,39,43,500,105,500,261,228,196,94.364
3.1,94,44,22,86,30,27,31,41,85,46,62,83,87,273,1,169,323,500,139,59.748
3.8,48,26,6,22,49,1,99,9,63,31,69,13,0,500,71,194,28,1,118,72.924
3.4,92,92,94,92,69,29,13,73,74,52,62,23,96,495,57,379,406,500,247,64.876
4.3,93,23,87,48,94,3,98,3,68,4,65,67,17,500,123,500,208,1,53,82.143
4.9,25,9,17,15,39,16,54,12,87,34,21,4,3,245,1,1,87,1,30,93.895
3.5,57,80,12,77,70,22,75,77,72,64,62,27,67,323,231,371,60,259,6,67.95
2.9,38,17,77,85,80,7,95,57,28,98,1,46,60,303,265,440,144,190,389,56.644
4.1,47,47,41,25,89,3,90,96,71,27,19,37,95,262,47,30,401,250,134,78.37
2.9,64,68,91,76,15,4,12,0,14,35,54,66,13,431,84,349,69,1,254,55.826
4.4,1,71,96,59,15,14,67,31,81,94,71,58,59,161,128,81,1,1,231,83.099
4,15,84,45,50,79,12,77,78,2,24,55,70,50,500,121,422,180,32,94,76.756
4,87,80,85,70,17,32,14,64,23,88,62,15,71,367,141,428,425,328,258,77.974
3.5,72,18,52,73,58,33,47,48,33,41,74,72,12,243,31,338,36,91,170,67.351
3.9,37,79,51,31,52,40,83,76,94,41,96,53,45,319,212,72,274,180,1,74.802
4,31,42,55,11,86,15,6,43,4,76,77,54,40,500,80,314,1,108,96,76.819
3.5,49,46,76,37,29,23,59,28,7,93,76,1,31,500,1,310,184,50,1,67.471
3.6,25,34,54,27,90,32,47,90,88,38,9,93,65,274,64,20,156,209,41,69.989
5,12,76,43,98,11,14,72,24,85,40,78,2,43,148,267,32,1,244,93,96.49
3.4,36,41,47,93,29,18,72,63,96,60,59,14,87,93,250,120,82,349,350,65.359
3.8,74,55,78,25,61,11,74,90,14,13,1,2,96,290,66,202,279,342,217,72.935
4.8,13,85,43,12,30,29,7,31,79,51,89,96,84,140,1,1,165,1,59,92.482
3.6,92,58,61,74,82,14,91,56,47,67,98,44,95,470,33,373,500,424,110,68.357
2.9,91,15,96,73,94,24,24,32,72,33,32,4,87,481,22,368,336,395,125,55.537
3.5,39,50,89,78,15,33,36,75,52,4,93,87,3,176,1,51,154,111,47,67.164
3.4,6,62,1,9,73,25,21,42,21,81,31,22,100,319,1,301,145,57,231,64.958
4.4,46,27,98,18,84,26,94,86,9,55,60,54,66,432,88,452,86,20,277,85.233
4.5,91,100,75,46,48,39,30,26,72,73,44,63,66,500,169,500,376,427,1,85.298
4.7,27,91,58,38,23,26,67,9,13,33,16,12,1,500,1,290,1,1,172,89.766
3.3,97,17,56,36,39,13,59,2,98,7,82,1,63,332,72,287,217,136,1,62.65
3.1,90,46,26,12,47,17,30,47,99,59,27,45,55,294,1,260,262,188,190,59.69
4,98,98,26,32,11,40,98,26,2,73,37,13,80,493,1,386,500,500,1,76.703
4.5,6,28,62,21,25,1,64,11,4,33,56,40,53,438,1,228,170,4,198,85.648
4.6,99,95,34,31,72,27,52,71,9,15,78,22,35,422,125,342,281,487,95,89.116
4.2,80,89,77,53,48,27,22,40,77,45,84,33,27,423,75,323,184,306,144,79.947
4.6,60,57,72,28,86,39,61,55,58,74,81,43,98,500,1,407,297,420,30,88.631
4.7,53,70,94,99,36,20,44,62,29,9,87,3,54,256,29,251,183,425,175,89.982
4.2,74,20,70,58,3,15,56,11,33,23,82,52,6,322,1,228,1,1,27,80.336
4,49,23,38,39,10,15,95,33,29,55,41,59,39,440,1,266,1,119,38,76.816
3.2,56,96,70,75,51,8,74,65,95,47,3,83,16,364,440,198,1,301,1,61.761
5.1,3,95,43,91,41,4,36,73,77,26,80,100,80,376,128,1,296,38,305,97.916
4.9,97,98,93,23,40,12,7,81,72,55,30,13,70,478,104,437,330,480,181,94.775
4.3,60,15,18,52,24,31,98,89,23,31,62,61,34,221,1,285,81,106,246,83.139
3.5,36,62,79,4,1,9,35,80,46,42,26,82,94,225,83,1,176,222,64,68.14
4.9,32,78,24,7,22,23,48,6,18,89,16,46,48,336,8,351,125,103,154,94.333
3,27,30,26,30,20,17,32,7,49,85,11,91,34,242,1,105,45,1,80,57.857
3.2,79,4,2,42,68,12,0,31,64,83,64,27,79,110,5,107,353,1,246,61.496
4.7,79,11,30,67,19,6,16,15,78,16,62,24,6,153,1,105,180,1,66,89.732
4,17,11,29,74,6,25,86,66,63,98,74,56,10,1,9,16,10,1,173,76.069
3.8,94,40,60,33,67,3,59,59,48,61,78,77,95,500,1,335,470,212,171,71.853
4.4,67,89,35,93,30,11,32,9,9,39,55,14,69,500,1,494,144,263,222,83.342
4.3,83,94,90,84,32,2,59,86,47,2,89,8,16,500,102,260,109,209,166,82.992
4.1,75,51,66,33,1,22,76,18,31,22,20,53,93,357,1,295,388,178,74,77.938
3.1,38,99,3,32,76,18,11,18,29,1,43,19,90,374,39,484,121,249,91,59.351
4.4,7,31,26,45,43,24,72,26,75,31,95,74,23,351,49,1,31,13,73,84.418
3.5,22,44,69,62,65,9,75,79,76,39,75,0,49,186,1,1,1,144,202,67.393
4.2,93,53,21,34,71,38,63,87,7,53,37,59,92,500,1,328,386,446,167,80.065
4.1,35,53,1,18,77,21,57,33,72,12,29,76,24,322,26,231,112,83,48,77.923
3.1,41,0,33,6,32,8,95,63,19,72,64,65,0,219,84,233,93,9,161,59.403
3.5,72,77,65,97,3,21,65,28,68,75,4,33,37,347,421,159,260,434,201,68.05
4.4,8,98,13,73,78,19,51,42,3,23,88,95,43,348,92,335,137,45,232,85.171
3.7,1,63,68,21,49,11,87,21,59,42,78,61,53,344,1,1,1,99,294,70.93
3.8,19,59,11,11,86,32,18,26,30,100,58,45,37,500,1,469,74,1,33,71.989
4.2,13,21,95,28,69,15,53,99,40,12,80,63,88,1,1,152,275,1,183,80.913
5,40,61,49,57,13,32,41,12,4,20,72,17,63,357,151,500,7,99,245,97.557
4.6,21,73,11,70,81,36,30,1,52,61,33,3,99,500,149,387,363,368,49,89.142
4.2,56,13,15,22,4,8,60,74,34,49,82,10,39,174,143,94,120,1,94,80.18
2.9,0,6,62,80,91,29,84,52,61,23,33,67,64,68,105,1,1,1,287,54.529
3,38,45,48,75,48,20,93,69,58,61,6,99,13,435,339,216,164,139,144,57.177
3,3,55,16,63,17,1,83,100,55,64,34,43,58,1,185,1,125,35,124,56.874
5.1,88,77,45,36,64,6,20,56,79,24,53,37,68,382,1,176,304,273,68,96.566
4.9,48,19,91,82,23,20,91,53,46,37,68,77,52,355,1,141,145,93,199,92.848
4.6,84,18,64,83,14,17,57,18,51,80,77,11,90,289,34,352,412,349,348,88.831
3.3,83,67,5,22,86,35,36,66,79,23,39,96,63,301,116,285,442,216,1,63.854
3.7,60,61,58,46,41,8,58,33,46,71,90,98,13,432,93,166,56,1,108,71.286
3.9,64,62,82,83,45,34,96,15,59,69,80,12,7,473,149,343,87,115,100,73.665
3.6,48,52,29,17,48,15,98,61,42,46,71,90,10,415,1,331,159,89,186,69.043
4.9,83,62,95,13,60,30,15,17,34,53,72,61,28,380,1,383,152,1,1,93.714
5,33,52,77,96,24,21,67,7,96,56,41,73,58,214,98,37,163,269,315,96.151
5,78,43,33,94,37,5,53,11,70,90,93,76,66,386,76,488,141,146,152,97.232
4.8,11,90,63,22,28,28,78,67,93,90,38,32,8,197,154,1,1,1,119,91.218
3.1,90,82,12,16,11,9,50,39,43,49,29,19,43,352,1,298,107,122,1,59.184
3.5,82,95,59,81,49,8,64,46,86,31,9,94,47,500,152,183,397,302,151,66.769
4.3,47,22,97,86,23,15,57,49,75,67,51,57,34,169,131,67,258,1,413,83.314
2.9,72,80,37,88,77,11,2,88,5,62,57,58,92,421,1,358,442,500,15,55.592
4.8,96,79,17,37,17,22,57,9,28,78,65,79,48,500,136,363,362,165,63,92.149
3.6,51,14,59,1,5,36,48,26,94,20,35,47,0,19,1,72,1,123,37,68.255
4.4,88,37,55,75,61,9,34,6,80,91,44,2,62,399,102,329,253,172,90,84.265
4.8,47,65,75,51,52,27,41,42,96,29,17,19,78,192,141,213,152,322,259,92.546
3.2,75,33,85,27,5,37,23,95,64,27,72,58,50,172,114,22,216,174,230,61.461
3.4,83,33,24,31,20,15,47,13,18,36,80,0,30,500,40,500,168,13,1,65.218
4.9,79,68,52,27,77,15,60,25,96,85,96,70,7,410,74,240,135,114,186,94.031
3.7,62,85,66,16,54,2,71,77,49,5,33,79,11,500,1,189,114,112,132,70.749
3.8,18,89,38,41,61,4,70,24,84,37,31,74,12,500,20,109,1,1,1,72.486
4.7,30,87,8,90,81,34,45,28,76,99,76,30,63,438,45,344,177,349,80,89.941
3.9,31,96,46,41,39,2,88,10,67,17,83,12,4,449,1,349,1,10,142,73.413
4.1,23,7,43,42,60,38,57,34,28,31,16,3,89,161,96,93,1,1,307,79.405
4.6,91,36,81,56,7,12,63,34,58,59,92,13,63,456,38,400,241,72,131,88.126
5.1,94,61,69,41,92,15,57,44,44,97,89,17,67,500,1,449,257,371,122,96.425
3.3,35,3,84,59,6,11,56,70,89,39,92,7,76,28,1,30,139,69,197,62.452
5,54,74,22,99,64,23,34,94,1,60,13,95,59,365,231,250,427,397,278,96.143
4.3,19,33,68,45,53,32,82,35,96,7,88,45,36,219,32,124,22,54,164,81.718
4.5,87,14,93,0,22,1,40,74,53,41,9,2,91,159,1,107,224,1,15,85.082
4.5,15,38,3,14,39,16,21,33,45,20,44,91,64,368,1,244,48,1,109,86.175
4.6,25,38,75,70,7,39,59,49,90,78,8,21,97,1,321,159,262,423,152,88.415
3.3,88,8,9,95,61,6,24,7,55,29,2,20,68,430,10,322,200,256,197,62.763
4.6,52,25,86,8,65,29,16,22,46,44,70,83,84,422,109,299,477,48,102,88.428
4.5,44,83,5,37,39,39,37,33,92,3,65,73,42,373,1,21,166,97,1,86.232
3.9,99,35,7,21,85,18,2,66,94,78,57,4,86,182,1,124,449,279,128,75.1
4.4,78,99,91,67,38,20,55,39,58,83,59,7,60,500,31,500,225,265,181,84.999
4.4,88,50,82,15,35,11,6,82,11,31,35,90,52,493,1,403,424,161,161,84.219
3.5,7,58,58,52,88,25,95,14,48,80,98,91,10,433,1,152,14,1,201,66.317
4.4,4,70,42,43,75,14,27,60,46,25,27,48,46,257,157,114,154,1,200,84.546
3.6,82,69,48,37,39,35,6,75,38,82,51,38,5,267,104,336,9,9,1,69.554
3.6,61,61,73,23,35,40,46,77,99,76,31,92,96,293,247,42,358,483,116,68.855
3.8,78,68,36,50,23,13,90,98,89,93,15,56,40,328,380,181,250,249,39,72.808
3.3,97,6,33,82,45,23,3,84,53,42,79,93,80,155,91,152,466,316,282,62.626
3.9,1,46,31,97,85,22,44,40,24,9,83,7,46,250,1,59,1,1,321,73.692
3.8,65,61,29,51,85,8,61,43,87,37,42,36,20,381,1,158,124,1,1,72.487
4.5,16,13,64,3,26,11,32,1,50,51,97,53,21,284,1,248,1,61,37,85.529
3.2,92,88,64,9,75,31,16,91,29,80,97,16,83,500,59,474,330,368,1,60.937
4.4,42,75,21,22,86,25,39,80,58,56,60,79,8,414,1,74,160,1,18,84.262
5.1,2,65,93,18,1,24,46,19,7,96,57,97,23,376,1,40,1,1,302,97.227
3.7,61,6,72,90,58,27,47,32,3,28,79,51,33,363,53,371,293,179,284,71.231
3,22,83,16,52,55,20,87,27,57,24,98,26,58,500,1,321,133,22,117,57.095
3.7,65,52,38,5,36,28,76,4,96,49,64,69,58,477,67,317,164,1,1,71.244
4.1,84,78,22,7,82,36,98,8,45,6,95,83,81,488,1,500,454,169,107,78.012
3,25,47,2,44,58,9,78,64,73,81,46,67,95,149,66,176,120,49,127,57.801
3.2,24,99,44,72,22,3,8,46,58,8,17,57,67,418,1,164,1,131,1,61.419
3,21,22,62,18,24,25,54,52,26,56,93,69,25,191,119,226,1,111,144,57.946
4.4,7,85,52,46,30,5,99,75,100,84,30,31,91,43,500,30,124,272,70,84.077
4.3,2,86,39,14,55,2,62,29,38,74,95,36,96,466,126,132,1,1,18,83.065
4.6,95,91,82,66,16,28,66,85,12,7,7,82,46,411,46,364,493,414,47,88.46
3.8,44,7,31,49,56,14,14,47,93,7,100,18,99,1,123,87,227,114,108,73.086
4.1,39,64,8,19,47,17,14,95,67,11,41,70,28,228,1,52,46,179,206,79.098
4.4,18,85,76,58,93,24,65,36,21,76,33,95,47,346,77,420,82,218,124,85.155
2.9,45,36,64,16,48,17,31,69,27,57,51,71,5,323,35,66,61,1,216,55.315
4.9,81,59,41,76,30,22,4,1,66,18,21,92,9,403,86,500,41,177,28,96.28
4.1,61,6,89,6,55,28,71,10,31,100,1,45,81,306,1,273,397,1,110,79.032
3.4,30,79,79,72,94,25,66,96,29,61,64,38,95,316,172,199,341,500,110,65.384
3.7,22,11,77,79,79,23,68,72,47,79,21,59,93,353,185,31,354,64,244,71.791
5,43,56,89,67,46,36,65,57,9,3,2,66,15,463,5,239,167,169,150,96.042
3.8,30,64,87,26,26,1,78,6,54,80,88,31,46,500,34,378,190,36,102,72.564
3.4,81,35,34,23,44,20,96,97,27,98,91,70,22,500,146,205,325,4,212,66.863
4.4,92,64,26,47,88,3,98,98,57,25,96,75,56,358,1,174,453,353,18,85.223
4.1,30,71,25,19,15,10,18,40,21,42,95,26,0,302,117,163,105,1,181,79.183
3.2,96,1,23,85,49,20,96,77,76,19,45,38,10,102,1,173,166,213,262,61.495
4,4,31,82,91,32,23,19,86,56,41,95,17,80,1,1,1,1,146,230,76.123
3.8,34,82,1,10,75,33,90,39,27,38,40,35,64,500,1,325,233,246,1,72.868
4.1,59,37,79,67,56,29,72,71,18,78,41,63,32,387,168,348,206,227,233,78.773
3.5,91,29,62,80,29,32,49,71,83,57,79,100,85,310,26,122,500,341,249,65.984
3.3,46,77,14,38,75,39,75,94,19,90,78,54,69,400,84,446,188,396,1,63.406
3.4,27,25,42,27,59,15,54,2,51,29,78,51,87,464,1,444,226,1,237,64.801
4.4,10,73,33,82,84,11,88,56,32,42,93,29,43,437,1,208,155,14,69,84.356
4.7,7,84,3,18,21,38,5,1,75,1,80,62,66,247,112,161,8,1,126,90.018
4.3,73,2,30,6,13,39,54,67,49,15,12,36,20,1,110,1,256,1,36,83.049
4,51,35,15,84,63,25,9,14,68,67,25,13,71,225,33,359,262,228,66,77.742
4.4,76,29,16,46,6,10,40,1,6,75,94,5,24,500,36,500,218,29,59,83.676
4.3,20,51,64,41,87,7,12,92,15,75,50,5,13,139,114,259,152,107,174,83.748
4,12,60,35,60,7,17,53,58,10,42,13,14,3,187,1,318,1,12,150,76.039
3.9,71,6,59,8,18,29,17,59,43,42,2,61,63,253,1,76,351,149,168,74.905
3.5,53,61,8,97,88,37,88,0,57,47,2,39,33,500,155,422,28,247,215,66.757
3.5,8,98,90,84,4,31,44,79,85,66,80,56,61,43,466,1,92,129,30,67.902
5.1,85,32,59,49,85,20,30,56,14,70,13,7,0,414,32,445,56,1,1,96.586
3.2,78,75,81,33,96,32,23,73,70,60,38,6,88,288,140,379,373,269,1,62.244
4.2,23,35,25,1,7,5,33,34,31,68,5,96,83,331,131,74,305,1,1,80.668
3.1,28,99,54,54,73,21,12,24,99,4,12,70,67,241,203,167,275,139,176,60.095
3.5,21,38,72,21,52,2,47,80,8,74,47,38,80,221,12,287,105,117,176,66.633
4.9,95,47,94,75,11,15,52,56,57,23,51,67,17,331,1,202,239,256,54,93.482
4.2,49,38,24,98,97,14,96,9,10,70,2,39,61,500,296,403,205,154,113,80.786
2.9,32,30,67,5,39,18,28,47,20,7,27,56,79,374,28,311,256,1,253,56.061
3.3,89,98,100,25,50,23,28,4,17,13,83,24,74,355,1,443,303,314,1,62.862
5,58,65,80,73,51,15,87,71,74,99,51,23,59,415,241,144,9,124,111,96.89
3.9,35,53,11,17,81,15,83,66,52,88,95,18,95,500,1,198,139,128,60,74.376
4.6,9,13,79,21,81,16,4,65,100,51,7,19,89,49,124,78,198,79,142,88.981
3.6,88,54,10,76,15,13,5,85,4,73,33,38,51,389,1,280,324,407,8,69.382
3.4,89,66,5,83,96,9,10,48,7,2,49,97,20,370,9,342,373,94,152,65.612
5,65,67,15,3,9,35,18,63,55,72,67,22,4,97,1,323,109,1,154,96.61
5.1,50,4,25,71,70,36,12,80,87,55,10,53,40,117,169,71,121,1,271,97.628
3,62,12,34,36,93,24,26,97,88,70,77,26,35,1,1,68,157,136,92,57.023
4.2,4,3,15,56,73,10,92,87,68,98,91,81,41,111,58,1,1,151,284,80.136
4.3,55,17,26,98,21,37,13,69,91,69,6,86,70,173,196,39,247,231,364,82.94
4.5,62,1,9,62,29,29,36,77,66,51,36,83,56,31,1,1,397,14,193,85.733
4.4,33,82,27,28,45,7,52,59,37,56,18,78,2,279,1,261,61,63,49,83.847
3,17,71,67,38,60,22,21,87,40,100,31,38,75,365,11,164,119,169,197,57.3
3.7,75,76,44,82,85,12,61,92,42,5,52,85,47,500,1,271,269,315,30,70.659
4.6,17,81,68,76,10,32,66,70,7,56,92,16,98,433,84,224,66,255,59,89.569
4.5,7,3,12,5,34,24,98,37,57,90,24,36,76,195,1,1,149,1,127,85.495
4.8,42,52,20,52,44,27,94,50,32,90,24,12,72,309,189,212,1,274,54,93.679
3.7,32,5,36,5,12,22,47,67,56,76,33,85,40,1,1,1,140,1,265,70.338
3.7,26,91,79,71,8,2,21,92,13,22,54,85,93,293,1,212,110,244,246,70.676
3.2,23,23,43,93,49,29,27,63,65,5,35,41,35,73,116,181,22,165,386,61.935
4.9,10,3,81,76,50,10,92,18,68,75,64,52,31,275,95,51,121,1,454,94.512
3,75,42,20,76,74,15,76,24,61,66,79,67,66,430,1,437,294,55,173,57.242
4.9,33,92,82,12,78,11,34,21,96,23,12,14,7,406,1,89,121,32,110,94.112
3.7,51,51,36,74,36,21,92,1,1,24,85,4,42,500,85,500,190,1,143,70.525
3.9,83,72,30,39,16,3,85,58,11,26,71,13,20,500,43,384,21,1,1,74.564
3.2,22,77,15,68,31,22,53,6,19,9,45,5,96,500,1,325,212,267,219,61.058
5.1,47,93,5,94,55,22,50,20,36,29,80,93,79,418,176,339,314,424,253,98.079
3.5,28,83,82,9,97,34,89,85,36,11,96,18,9,500,93,147,1,188,128,67.911
3.5,71,68,12,73,57,38,38,66,23,16,71,23,20,463,51,403,163,140,1,67.219
4.8,94,19,93,30,75,26,66,6,92,33,56,29,87,500,8,321,236,249,277,92.405
4.7,78,52,42,47,27,22,50,8,7,95,9,90,80,500,1,381,437,163,210,89.356
3,98,48,5,36,17,31,77,94,50,42,67,77,44,238,176,112,412,434,9,58.438
4.1,21,16,89,94,58,26,31,34,100,47,83,91,6,86,191,1,1,26,341,77.995
3.6,93,49,54,82,98,13,98,31,19,17,93,13,53,365,129,500,342,234,191,70.043
3.3,4,1,76,51,19,20,92,23,19,36,8,5,15,1,141,1,1,1,112,63.815
5.1,54,52,42,65,93,5,75,68,31,68,60,39,62,500,107,354,37,200,177,97.762
2.9,90,94,86,5,56,7,87,0,65,72,86,22,73,500,1,500,246,219,63,54.621
4.3,23,62,2,10,75,22,46,77,49,55,87,36,32,131,72,185,1,1,9,82.466
4.9,50,80,93,67,50,36,45,96,68,78,57,66,52,385,182,182,240,285,282,95.068
2.9,1,72,81,90,45,34,7,20,48,38,75,66,40,116,59,39,5,1,237,54.769
3,14,14,17,88,40,28,28,67,30,37,35,51,7,17,174,99,153,1,361,58.312
3.3,95,65,72,1,46,14,66,2,85,57,50,51,78,500,1,412,500,111,115,62.646
4.1,85,35,72,82,25,39,44,80,44,43,88,72,54,386,186,82,237,435,295,80.192
5.1,85,47,82,60,21,29,72,29,89,50,73,51,67,224,50,320,171,390,140,99.004
2.9,73,98,57,67,8,38,3,2,8,28,18,6,42,496,1,500,224,203,24,55.034
4.6,80,60,54,32,90,21,36,96,59,2,32,17,75,387,1,59,273,354,168,88.642
3.9,28,84,81,57,14,18,98,9,50,41,98,83,74,500,1,251,95,45,230,74.852
4,24,72,46,2,24,10,91,96,16,76,75,100,94,500,1,173,500,261,103,77.069
4.7,17,80,15,75,36,36,92,96,53,31,1,17,75,266,497,183,208,379,131,89.908
4.1,10,80,95,88,88,33,57,4,88,62,25,52,93,471,53,279,91,169,173,78.998
2.9,91,22,14,95,8,5,68,97,54,87,58,38,97,238,158,231,458,372,94,56.198
3.1,19,55,72,52,60,2,34,34,92,43,93,18,24,292,97,68,44,1,32,59.615
5,6,93,79,98,43,6,64,93,97,31,27,60,73,179,329,1,89,284,106,96.878
